caso_id,tipo,modelo,plantilla,temperature,top_p,top_k,esfuerzo,corrida,tokens_entrada,tokens_salida,tokens_razonamiento,latencia_s,costo_usd,salida,respuesta_extraida,esperada,acierto,error_codigo,error_mensaje,parte
c03,limpio,gpt-4o-mini,cot,,,,,0,105,362,0,2.7212501000030898,0.00023295,"Para resolver el problema, seguimos los siguientes pasos:

1. **Calcular el precio con descuento**: El precio de lista de cada mochila es de 175 pesos, y se aplica un descuento del 20%. Primero, calculamos la cantidad del descuento:

   \[
   \text{Descuento} = 175 \times 0.20 = 35 \text{ pesos}
   \]

   Luego, restamos el descuento al precio de lista para obtener el precio de venta:

   \[
   \text{Precio de venta} = 175 - 35 = 140 \text{ pesos}
   \]

2. **Calcular el ingreso total por la venta de las mochilas**: La tienda vende 48 mochilas, por lo que el ingreso total por la venta se puede calcular como:

   \[
   \text{Ingreso total} = \text{Precio de venta} \times \text{Número de mochilas} = 140 \times 48
   \]

   Ahora calculamos eso:

   \[
   140 \times 48 = 6720 \text{ pesos}
   \]

3. **Calcular la ganancia de la tienda**: Sabemos que el costo total de las 48 mochilas fue de 3850 pesos. Ahora calculamos la ganancia:

   \[
   \text{Ganancia} = \text{Ingreso total} - \text{Costo total} = 6720 - 3850
   \]

   Realizamos la resta:

   \[
   6720 - 3850 = 2870 \text{ pesos}
   \]

Por lo tanto, la ganancia obtenida por la tienda es de 2870 pesos.

Respuesta: 2870",2870,2870,True,,,3
c04,limpio,gpt-4o-mini,cot,,,,,0,97,230,0,1.9244545999681577,0.00015255000000000002,"Primero, comenzamos con el volumen inicial de agua en el tanque:

- **Volumen inicial**: 1250 litros.

A continuación, extraemos agua del tanque:

1. **Cantidad de agua extraída**: Se extraen 38 litros por minuto durante 17 minutos.
   - Volumen extraído = 38 litros/minuto × 17 minutos = 646 litros.

Ahora restamos el volumen extraído del volumen inicial:

2. **Volumen después de extraer**:
   - Volumen restante = 1250 litros - 646 litros = 604 litros.

Ahora, agregamos agua al tanque:

3. **Cantidad de agua agregada**: Se agregan 24 litros por minuto durante 9 minutos.
   - Volumen agregado = 24 litros/minuto × 9 minutos = 216 litros.

Finalmente, sumamos el volumen agregado al volumen restante:

4. **Volumen final**:
   - Volumen al final = 604 litros + 216 litros = 820 litros.

Por lo tanto, la cantidad de litros que contiene el tanque al final es:

Respuesta: 820",820,820,True,,,3
c05,limpio,gpt-4o-mini,cot,,,,,0,84,245,0,2.039541999984067,0.0001596,"Para resolver el problema, vamos a proceder paso a paso.

1. **Calcular el total de piezas recibidas**:
   La fábrica recibe 23 cajas con 48 piezas cada una. Por lo tanto, el total de piezas es:
   \[
   \text{Total de piezas} = 23 \times 48 = 1104
   \]

2. **Descartar las piezas defectuosas**:
   La fábrica descarta 144 piezas defectuosas, así que tenemos que restar esas piezas del total recibido:
   \[
   \text{Piezas restantes} = 1104 - 144 = 960
   \]

3. **Distribuir las piezas en paquetes de 16**:
   Ahora, queremos saber cuántos paquetes de 16 piezas se pueden formar con las 960 piezas restantes. Para encontrar esto, dividimos el número de piezas restantes entre el número de piezas por paquete:
   \[
   \text{Número de paquetes} = \frac{960}{16} = 60
   \]

Así que la fábrica puede obtener 60 paquetes de 16 piezas cada uno.

Finalmente, la respuesta es:

Respuesta: 60",60,60,True,,,3
c06,limpio,gpt-4o-mini,cot,,,,,0,93,373,0,2.710124699980952,0.00023774999999999998,"Primero, vamos a calcular cuánto recaudó el museo por las entradas infantiles. 

El número de entradas infantiles vendidas es 29 y el precio de cada entrada infantil es 35 pesos. Entonces, la recaudación por entradas infantiles se calcula de la siguiente manera:

\[
\text{Recaudación infantil} = \text{número de entradas infantiles} \times \text{precio por entrada infantil}
\]
\[
\text{Recaudación infantil} = 29 \times 35
\]
\[
\text{Recaudación infantil} = 1015 \text{ pesos}
\]

Ahora, para encontrar cuánto dinero recaudó por entradas de adultos, restamos la recaudación infantil de la recaudación total del museo:

\[
\text{Recaudación adulto} = \text{recaudación total} - \text{recaudación infantil}
\]
\[
\text{Recaudación adulto} = 2375 - 1015
\]
\[
\text{Recaudación adulto} = 1360 \text{ pesos}
\]

Sabemos que cada entrada de adulto cuesta 80 pesos. Para encontrar cuántas entradas de adulto vendió, dividimos la recaudación de las entradas de adulto entre el precio de cada entrada:

\[
\text{número de entradas de adulto} = \frac{\text{recaudación adulto}}{\text{precio por entrada adulto}}
\]
\[
\text{número de entradas de adulto} = \frac{1360}{80}
\]
\[
\text{número de entradas de adulto} = 17
\]

Por lo tanto, el museo vendió 17 entradas de adulto.

Respuesta: 17",17,17,True,,,3
c07,limpio,gpt-4o-mini,cot,,,,,0,115,397,0,2.9298895999672823,0.00025545,"Para resolver el problema, primero debemos determinar cuánto material se ha transportado hasta ahora y cuánto queda por transportar.

1. **Calcular el material transportado en los 9 viajes**:
   - Cada viaje ha transportado 64 kilogramos.
   - Entonces, el material total transportado en 9 viajes es: 
     \[
     9 \text{ viajes} \times 64 \text{ kg/viaje} = 576 \text{ kg}
     \]

2. **Calcular el material restante por transportar**:
   - El total de material es de 1487 kilogramos, por lo que el material que queda es:
     \[
     1487 \text{ kg} - 576 \text{ kg} = 911 \text{ kg}
     \]

3. **Calcular cuántos viajes adicionales se necesitan**:
   - El vehículo puede transportar un máximo de 64 kilogramos por viaje, así que necesitamos determinar cuántos viajes son necesarios para transportar los 911 kilogramos restantes.
   - Dividimos la cantidad restante por la capacidad del vehículo:
     \[
     \frac{911 \text{ kg}}{64 \text{ kg/viaje}} \approx 14.2265625
     \]
   - Dado que no podemos hacer una fracción de un viaje, necesitamos redondear hacia arriba porque cualquier resto requerirá un viaje adicional. 

4. **Redondear hacia arriba**:
   - Esto significa que necesitamos 15 viajes para transportar 911 kilogramos, ya que aunque 14 viajes transportarían 896 kilogramos, necesitaríamos un viaje más para los 15 kilogramos restantes.

5. **Conclusión**:
   - Ya se realizaron 9 viajes, y ahora se necesitan 15 viajes adicionales.

Por lo tanto, el total de viajes adicionales que se requieren es:

Respuesta: 15",15,15,True,,,3
c08,limpio,gpt-4o-mini,cot,,,,,0,101,330,0,2.821790699963458,0.00021315,"Para resolver el problema de cuántas cajas de cuadernos se llenan, sigamos los pasos a continuación:

1. Comenzamos con la cantidad inicial de cuadernos en el almacén, que es de 2400 cuadernos.

2. Se recibe una entrega que aumenta esta cantidad en un 15 %. Para calcular el aumento:
   \[
   Aumento = 2400 \times 0.15 = 360
   \]
   Ahora sumamos este aumento al número inicial de cuadernos:
   \[
   Total\ después\ de\ entrega = 2400 + 360 = 2760
   \]

3. A continuación, se vende el 20 % de la cantidad que tiene después de la entrega. Calculamos el 20 % de 2760:
   \[
   Venta = 2760 \times 0.20 = 552
   \]
   Luego restamos esta cantidad de los cuadernos que tiene después de la entrega:
   \[
   Total\ restante = 2760 - 552 = 2208
   \]

4. Ahora empaquetamos todos los cuadernos restantes (2208 cuadernos) en cajas de 24. Para saber cuántas cajas se llenan, dividimos la cantidad de cuadernos restantes entre 24:
   \[
   Cajas\ llenadas = \frac{2208}{24}
   \]
   Realizamos la división:
   \[
   Cajas\ llenadas = 92
   \]

Finalmente, la respuesta es:

Respuesta: 92",92,92,True,,,3
c09,limpio,gpt-4o-mini,cot,,,,,0,85,262,0,2.129282100009732,0.00016994999999999998,"Para resolver el problema, sigamos los pasos a continuación:

1. **Calcular la producción de una máquina en un día:**
   Cada máquina produce 17 piezas por hora. Si funciona durante 8 horas, la producción total de una máquina es:
   \[
   17 \, \text{piezas/hora} \times 8 \, \text{horas} = 136 \, \text{piezas}
   \]

2. **Calcular la producción total de las tres máquinas en un día:**
   Como hay 3 máquinas, multiplicamos la producción de una máquina por 3:
   \[
   136 \, \text{piezas} \times 3 = 408 \, \text{piezas}
   \]

3. **Restar las piezas defectuosas:**
   Sabemos que se descartan 39 piezas defectuosas. Por lo tanto, las piezas utilizables quedan de la siguiente manera:
   \[
   408 \, \text{piezas} - 39 \, \text{piezas defectuosas} = 369 \, \text{piezas utilizables}
   \]

Finalmente, la respuesta es:

Respuesta: 369",369,369,True,,,3
c10,limpio,gpt-4o-mini,cot,,,,,0,99,450,0,3.564557799953036,0.00028485,"Vamos a resolver el problema paso a paso.

1. **Identificar la cantidad total que aportaron al fondo común**:  
   Cada una de las cinco personas tenía 300 pesos, por lo que el total de dinero inicial es:
   \[
   5 \times 300 = 1500 \text{ pesos}
   \]

2. **Establecer la cantidad total en el fondo común después de las aportaciones**:  
   Supongamos que cada persona aportó una cantidad \( x \) al fondo común. Por lo tanto, la cantidad total que se aportó al fondo es:
   \[
   5x
   \]

3. **Calcular la cantidad del fondo después de gastar 138 pesos**:  
   Inicialmente, después de que las cinco personas aportaron \( x \) cada una, el total en el fondo sería:
   \[
   5x
   \]
   Después de gastar 138 pesos, el total que queda en el fondo es:
   \[
   5x - 138
   \]

4. **Igualar el total del fondo a la cantidad conocida**:  
   Sabemos que después de gastar 138 pesos, quedan 942 pesos en el fondo. Entonces, podemos establecer la siguiente ecuación:
   \[
   5x - 138 = 942
   \]

5. **Despejar la \( x \)**:  
   Primero sumamos 138 a ambos lados de la ecuación:
   \[
   5x = 942 + 138
   \]
   \[
   5x = 1080
   \]

   Ahora dividimos entre 5:
   \[
   x = \frac{1080}{5} = 216
   \]

6. **Calcular cuánto conservó cada persona**:  
   Cada persona originalmente tenía 300 pesos y aportó 216 pesos, por lo que lo que cada persona conservó fuera del fondo es:
   \[
   300 - 216 = 84 \text{ pesos}
   \]

Por lo tanto, cada persona conservó 84 pesos.

Respuesta: 84",84,84,True,,,3
c01,limpio,gpt-4o-mini,structured,,,,,0,73,6,0,0.5329119000234641,1.455e-05,"{""respuesta"": 71}",71,311,False,,,3
c02,limpio,gpt-4o-mini,structured,,,,,0,71,6,0,0.5231226999894716,1.425e-05,"{""respuesta"": 69}",69,65,False,,,3
c03,limpio,gpt-4o-mini,structured,,,,,0,100,6,0,0.623690499982331,1.86e-05,"{""respuesta"": 724}",724,2870,False,,,3
c04,limpio,gpt-4o-mini,structured,,,,,0,92,7,0,0.5127483000396751,1.8e-05,"{""respuesta"": 1136}",1136,820,False,,,3
c05,limpio,gpt-4o-mini,structured,,,,,0,79,6,0,0.5443328999681398,1.545e-05,"{""respuesta"": 54}",54,60,False,,,3
c06,limpio,gpt-4o-mini,structured,,,,,0,88,6,0,0.6682600000058301,1.68e-05,"{""respuesta"": 25}",25,17,False,,,3
c07,limpio,gpt-4o-mini,structured,,,,,0,110,6,0,0.5353699999977835,2.01e-05,"{""respuesta"": 7}",7,15,False,,,3
c08,limpio,gpt-4o-mini,structured,,,,,0,96,6,0,0.6167229000129737,1.8e-05,"{""respuesta"": 45}",45,92,False,,,3
c09,limpio,gpt-4o-mini,structured,,,,,0,80,6,0,0.6015228999895044,1.56e-05,"{""respuesta"": 393}",393,369,False,,,3
c10,limpio,gpt-4o-mini,structured,,,,,0,94,6,0,0.4739358000224456,1.77e-05,"{""respuesta"": 236}",236,84,False,,,3
c01,limpio,gpt-5.6-luna,zero_shot,,,,low,0,63,26,16,1.0778792999917641,4.3799999999999994e-05,311,311,311,True,,,4a
c02,limpio,gpt-5.6-luna,zero_shot,,,,low,0,61,33,23,1.1391325000440702,5.1800000000000005e-05,65,65,65,True,,,4a
c03,limpio,gpt-5.6-luna,zero_shot,,,,low,0,90,41,30,1.1439242999767885,6.72e-05,2870,2870,2870,True,,,4a
c04,limpio,gpt-5.6-luna,zero_shot,,,,low,0,82,34,24,1.1685549999820068,5.72e-05,820,820,820,True,,,4a
c05,limpio,gpt-5.6-luna,zero_shot,,,,low,0,69,35,25,1.1734809000045061,5.5799999999999994e-05,60,60,60,True,,,4a
c06,limpio,gpt-5.6-luna,zero_shot,,,,low,0,78,35,25,1.1409389999462292,5.7600000000000004e-05,17,17,17,True,,,4a
c07,limpio,gpt-5.6-luna,zero_shot,,,,low,0,100,56,46,1.699581099965144,8.72e-05,15,15,15,True,,,4a
c08,limpio,gpt-5.6-luna,zero_shot,,,,low,0,86,42,32,1.2950236999895424,6.759999999999999e-05,92,92,92,True,,,4a
c09,limpio,gpt-5.6-luna,zero_shot,,,,low,0,70,31,21,1.2848145999596454,5.12e-05,369,369,369,True,,,4a
c10,limpio,gpt-5.6-luna,zero_shot,,,,low,0,84,55,45,1.193902600032743,8.28e-05,84,84,84,True,,,4a
c01,limpio,gpt-5.6-luna,zero_shot,,,,medium,0,63,38,28,0.8234633000101894,5.8200000000000005e-05,311,311,311,True,,,4a
c02,limpio,gpt-5.6-luna,zero_shot,,,,medium,0,61,34,24,0.83650720003061,5.3e-05,65,65,65,True,,,4a
c03,limpio,gpt-5.6-luna,zero_shot,,,,medium,0,90,43,32,0.9917893999954686,6.96e-05,2870,2870,2870,True,,,4a
c04,limpio,gpt-5.6-luna,zero_shot,,,,medium,0,82,40,30,0.8590248999535106,6.440000000000001e-05,820,820,820,True,,,4a
c05,limpio,gpt-5.6-luna,zero_shot,,,,medium,0,69,35,25,0.8557132999994792,5.5799999999999994e-05,60,60,60,True,,,4a
c06,limpio,gpt-5.6-luna,zero_shot,,,,medium,0,78,35,25,1.213801899983082,5.7600000000000004e-05,17,17,17,True,,,4a
c07,limpio,gpt-5.6-luna,zero_shot,,,,medium,0,100,45,35,1.1201129000401124,7.4e-05,15,15,15,True,,,4a
c08,limpio,gpt-5.6-luna,zero_shot,,,,medium,0,86,44,34,0.8142870999872684,7e-05,92,92,92,True,,,4a
c09,limpio,gpt-5.6-luna,zero_shot,,,,medium,0,70,31,21,0.9487402999657206,5.12e-05,369,369,369,True,,,4a
c10,limpio,gpt-5.6-luna,zero_shot,,,,medium,0,84,44,34,1.1150873000151478,6.96e-05,84,84,84,True,,,4a
c01,limpio,gpt-5.6-luna,zero_shot,,,,high,0,63,38,28,1.2492764000198804,5.8200000000000005e-05,311,311,311,True,,,4a
c02,limpio,gpt-5.6-luna,zero_shot,,,,high,0,61,36,26,0.9415505999932066,5.54e-05,65,65,65,True,,,4a
c03,limpio,gpt-5.6-luna,zero_shot,,,,high,0,90,55,44,1.104572999989614,8.4e-05,2870,2870,2870,True,,,4a
c04,limpio,gpt-5.6-luna,zero_shot,,,,high,0,82,55,45,0.9698252000380307,8.240000000000001e-05,820,820,820,True,,,4a
c05,limpio,gpt-5.6-luna,zero_shot,,,,high,0,69,39,29,1.01404249999905,6.0599999999999996e-05,60,60,60,True,,,4a
c06,limpio,gpt-5.6-luna,zero_shot,,,,high,0,78,36,26,0.7849806000012904,5.88e-05,17,17,17,True,,,4a
c07,limpio,gpt-5.6-luna,zero_shot,,,,high,0,100,73,63,1.0747849000035785,0.0001076,15,15,15,True,,,4a
c08,limpio,gpt-5.6-luna,zero_shot,,,,high,0,86,48,38,0.8736376999877393,7.48e-05,92,92,92,True,,,4a
c09,limpio,gpt-5.6-luna,zero_shot,,,,high,0,70,34,24,0.9932331999880262,5.48e-05,369,369,369,True,,,4a
c10,limpio,gpt-5.6-luna,zero_shot,,,,high,0,84,62,52,1.119222700013779,9.12e-05,84,84,84,True,,,4a
c11,contaminado,gpt-5.6-luna,zero_shot,,,,low,0,63,4,0,0.5992619000026025,1.7400000000000003e-05,7,7,7,True,,,4b
c12,contaminado,gpt-5.6-luna,zero_shot,,,,low,0,57,4,0,0.5986662000068463,1.62e-05,1,1,1,True,,,4b
c13,contaminado,gpt-5.6-luna,zero_shot,,,,low,0,79,31,21,1.0161007999558933,5.3e-05,30,30,30,True,,,4b
c11,contaminado,gpt-5.6-luna,zero_shot,,,,high,0,63,4,0,0.8750725000281818,1.7400000000000003e-05,7,7,7,True,,,4b
c12,contaminado,gpt-5.6-luna,zero_shot,,,,high,0,57,34,24,0.8835940000135452,5.2199999999999995e-05,1,1,1,True,,,4b
c13,contaminado,gpt-5.6-luna,zero_shot,,,,high,0,79,36,26,0.9784125000005588,5.9e-05,30,30,30,True,,,4b
c01,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,0,64,1,0,0.9706899000448175,1.0199999999999999e-05,1,1,311,False,,,2b
c01,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,1,64,1,0,0.9342017999733798,1.0199999999999999e-05,1,1,311,False,,,2b
c01,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,2,64,1,0,0.9080007000011392,1.0199999999999999e-05,1,1,311,False,,,2b
c02,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,0,62,1,0,0.7952009000000544,9.899999999999998e-06,69,69,65,False,,,2b
c02,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,1,62,1,0,0.7513302000006661,9.899999999999998e-06,69,69,65,False,,,2b
c02,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,2,62,1,0,0.7488909999956377,9.899999999999998e-06,69,69,65,False,,,2b
c03,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,0,91,2,0,0.7767611999879591,1.485e-05,4800,4800,2870,False,,,2b
c03,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,1,91,2,0,0.972769700048957,1.485e-05,4800,4800,2870,False,,,2b
c03,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,2,91,2,0,0.8815547999693081,1.485e-05,4800,4800,2870,False,,,2b
c04,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,0,83,2,0,0.7731104000122286,1.3649999999999998e-05,1066,1066,820,False,,,2b
c04,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,1,83,2,0,0.9639730000053532,1.3649999999999998e-05,1066,1066,820,False,,,2b
c04,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,2,83,2,0,0.9113017999916337,1.3649999999999998e-05,1066,1066,820,False,,,2b
c05,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,0,70,1,0,0.4442120000021532,1.11e-05,30,30,60,False,,,2b
c05,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,1,70,1,0,0.471234500000719,1.11e-05,30,30,60,False,,,2b
c05,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,2,70,1,0,0.5296302000060678,1.11e-05,30,30,60,False,,,2b
c06,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,0,79,1,0,0.5899227000190876,1.245e-05,25,25,17,False,,,2b
c06,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,1,79,1,0,0.6280975999543443,1.245e-05,25,25,17,False,,,2b
c06,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,2,79,1,0,0.6372256000177003,1.245e-05,25,25,17,False,,,2b
c07,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,0,101,1,0,0.5605580999981612,1.5749999999999997e-05,23,23,15,False,,,2b
c07,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,1,101,1,0,0.5324125000042841,1.5749999999999997e-05,23,23,15,False,,,2b
c07,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,2,101,1,0,0.5131200999603607,1.5749999999999997e-05,23,23,15,False,,,2b
c08,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,0,87,1,0,0.471311200002674,1.3649999999999998e-05,120,120,92,False,,,2b
c08,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,1,87,1,0,0.4360972000285983,1.3649999999999998e-05,120,120,92,False,,,2b
c08,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,2,87,1,0,0.46180099999764934,1.3649999999999998e-05,120,120,92,False,,,2b
c09,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,0,71,1,0,0.5421051000012085,1.125e-05,399,399,369,False,,,2b
c09,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,1,71,1,0,0.5159618000034243,1.125e-05,399,399,369,False,,,2b
c09,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,2,71,1,0,0.5099829999962822,1.125e-05,399,399,369,False,,,2b
c10,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,0,85,1,0,0.5772385000018403,1.335e-05,246,246,84,False,,,2b
c10,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,1,85,1,0,0.6205858000321314,1.335e-05,246,246,84,False,,,2b
c10,limpio,gpt-4o-mini,zero_shot,0.0,0.5,,,2,85,1,0,0.6346951999585144,1.335e-05,246,246,84,False,,,2b
c01,limpio,gpt-4o-mini,zero_shot,0.0,0.9,,,0,64,1,0,0.592751300020609,1.0199999999999999e-05,1,1,311,False,,,2b
c01,limpio,gpt-4o-mini,zero_shot,0.0,0.9,,,1,64,1,0,0.7114438000135124,1.0199999999999999e-05,1,1,311,False,,,2b
c01,limpio,gpt-4o-mini,zero_shot,0.0,0.9,,,2,64,1,0,0.6164738000370562,1.0199999999999999e-05,1,1,311,False,,,2b
c02,limpio,gpt-4o-mini,zero_shot,0.0,0.9,,,0,62,1,0,0.4597594999941066,9.899999999999998e-06,69,69,65,False,,,2b
